# WFC3 system throughputs\n# source: synphot calcband\n# e.g.: calcband wfc3,uvis1,f606w,cal output=f606w_output.fits\n# HST WFC3 f160w\n
      7999.00      0.00000
      7999.65  2.89413e-06
      8000.30  6.03541e-05
      8000.95  6.03527e-05
      8001.59  6.03512e-05
      8002.24  6.03498e-05
      8002.89  6.03484e-05
      8003.54  6.03470e-05
      8004.19  6.03456e-05
      8004.84  6.03441e-05
      8005.49  6.03427e-05
      8006.14  6.03413e-05
      8006.79  6.03398e-05
      8007.44  6.03384e-05
      8008.09  6.03370e-05
      8008.74  6.03356e-05
      8009.39  6.03341e-05
      8010.04  6.03327e-05
      8010.69  6.03318e-05
      8011.34  6.03308e-05
      8011.99  6.03299e-05
      8012.64  6.03289e-05
      8013.29  6.03279e-05
      8013.94  6.03270e-05
      8014.59  6.03260e-05
      8015.24  6.03251e-05
      8015.89  6.03241e-05
      8016.54  6.03232e-05
      8017.19  6.03222e-05
      8017.84  6.03212e-05
      8018.49  6.03202e-05
      8019.14  6.03193e-05
      8019.79  6.03183e-05
      8020.44  6.03175e-05
      8021.09  6.03168e-05
      8021.74  6.03161e-05
      8022.39  6.03154e-05
      8023.04  6.03146e-05
      8023.69  6.03139e-05
      8024.35  6.03132e-05
      8025.00  6.03125e-05
      8025.65  6.03117e-05
      8026.30  6.03110e-05
      8026.95  6.03103e-05
      8027.60  6.03095e-05
      8028.25  6.03088e-05
      8028.90  6.03081e-05
      8029.55  6.03073e-05
      8030.21  6.03065e-05
      8030.86  6.03053e-05
      8031.51  6.03041e-05
      8032.16  6.03029e-05
      8032.81  6.03018e-05
      8033.46  6.03006e-05
      8034.11  6.02994e-05
      8034.77  6.02982e-05
      8035.42  6.02970e-05
      8036.07  6.02958e-05
      8036.72  6.02947e-05
      8037.37  6.02935e-05
      8038.03  6.02923e-05
      8038.68  6.02911e-05
      8039.33  6.02899e-05
      8039.98  6.02887e-05
      8040.63  6.02876e-05
      8041.29  6.02864e-05
      8041.94  6.02853e-05
      8042.59  6.02841e-05
      8043.24  6.02830e-05
      8043.90  6.02818e-05
      8044.55  6.02807e-05
      8045.20  6.02795e-05
      8045.85  6.02784e-05
      8046.51  6.02772e-05
      8047.16  6.02761e-05
      8047.81  6.02749e-05
      8048.47  6.02737e-05
      8049.12  6.02726e-05
      8049.77  6.02714e-05
      8050.42  6.02703e-05
      8051.08  6.02691e-05
      8051.73  6.02679e-05
      8052.38  6.02668e-05
      8053.04  6.02656e-05
      8053.69  6.02645e-05
      8054.34  6.02633e-05
      8055.00  6.02621e-05
      8055.65  6.02610e-05
      8056.30  6.02598e-05
      8056.96  6.02586e-05
      8057.61  6.02574e-05
      8058.26  6.02563e-05
      8058.92  6.02551e-05
      8059.57  6.02539e-05
      8060.23  6.02527e-05
      8060.88  6.02516e-05
      8061.53  6.02504e-05
      8062.19  6.02492e-05
      8062.84  6.02480e-05
      8063.50  6.02468e-05
      8064.15  6.02456e-05
      8064.80  6.02444e-05
      8065.46  6.02432e-05
      8066.11  6.02420e-05
      8066.77  6.02408e-05
      8067.42  6.02396e-05
      8068.08  6.02384e-05
      8068.73  6.02372e-05
      8069.39  6.02360e-05
      8070.04  6.02348e-05
      8070.69  6.02336e-05
      8071.35  6.02324e-05
      8072.00  6.02312e-05
      8072.66  6.02300e-05
      8073.31  6.02288e-05
      8073.97  6.02276e-05
      8074.62  6.02264e-05
      8075.28  6.02252e-05
      8075.93  6.02239e-05
      8076.59  6.02227e-05
      8077.24  6.02215e-05
      8077.90  6.02203e-05
      8078.55  6.02191e-05
      8079.21  6.02178e-05
      8079.87  6.02166e-05
      8080.52  6.02154e-05
      8081.18  6.02142e-05
      8081.83  6.02129e-05
      8082.49  6.02117e-05
      8083.14  6.02105e-05
      8083.80  6.02093e-05
      8084.45  6.02080e-05
      8085.11  6.02068e-05
      8085.77  6.02056e-05
      8086.42  6.02043e-05
      8087.08  6.02031e-05
      8087.73  6.02018e-05
      8088.39  6.02006e-05
      8089.05  6.01993e-05
      8089.70  6.01981e-05
      8090.36  6.01969e-05
      8091.02  6.01956e-05
      8091.67  6.01943e-05
      8092.33  6.01931e-05
      8092.98  6.01918e-05
      8093.64  6.01905e-05
      8094.30  6.01893e-05
      8094.95  6.01880e-05
      8095.61  6.01867e-05
      8096.27  6.01855e-05
      8096.92  6.01842e-05
      8097.58  6.01829e-05
      8098.24  6.01817e-05
      8098.90  6.01804e-05
      8099.55  6.01791e-05
      8100.21  6.01778e-05
      8100.87  6.01765e-05
      8101.52  6.01752e-05
      8102.18  6.01740e-05
      8102.84  6.01727e-05
      8103.50  6.01714e-05
      8104.15  6.01701e-05
      8104.81  6.01688e-05
      8105.47  6.01675e-05
      8106.12  6.01662e-05
      8106.78  6.01649e-05
      8107.44  6.01636e-05
      8108.10  6.01624e-05
      8108.76  6.01610e-05
      8109.41  6.01597e-05
      8110.07  6.01584e-05
      8110.73  6.01571e-05
      8111.39  6.01558e-05
      8112.05  6.01545e-05
      8112.70  6.01532e-05
      8113.36  6.01519e-05
      8114.02  6.01505e-05
      8114.68  6.01492e-05
      8115.34  6.01479e-05
      8115.99  6.01466e-05
      8116.65  6.01452e-05
      8117.31  6.01439e-05
      8117.97  6.01426e-05
      8118.63  6.01412e-05
      8119.29  6.01399e-05
      8119.95  6.01386e-05
      8120.60  6.01372e-05
      8121.26  6.01359e-05
      8121.92  6.01346e-05
      8122.58  6.01332e-05
      8123.24  6.01319e-05
      8123.90  6.01305e-05
      8124.56  6.01292e-05
      8125.22  6.01279e-05
      8125.88  6.01265e-05
      8126.54  6.01252e-05
      8127.19  6.01238e-05
      8127.85  6.01225e-05
      8128.51  6.01211e-05
      8129.17  6.01197e-05
      8129.83  6.01184e-05
